genre,pays,revenu_annuel,type_abonnement,duree_abonnement_mois,nb_connexions_mensuelles,churn,jour_semaine,mois,age_groupe
Homme,Algérie,45385.44077151746,Familial,13.4,27,1,3,1,40-50
Femme,Belgique,55822.36810568563,Premium,0.2,25,0,0,4,50-60
Homme,Canada,40345.8689338654,Standard,22.6,25,1,6,2,20-30
Femme,France,51606.117451340986,Premium,27.5,37,1,4,1,20-30
Homme,Belgique,26839.3481877275,Familial,8.7,27,0,2,5,40-50
Homme,Maroc,64186.14196157965,Standard,17.6,16,0,3,1,20-30
Femme,Maroc,47335.600581319646,Standard,2.7,27,0,2,6,60+
Homme,Algérie,38587.859240851285,Familial,3.6,24,0,2,2,50-60
Femme,Maroc,47835.96430326378,Premium,14.2,26,1,4,6,60+
Femme,Algérie,36816.43891434827,Premium,1.3,25,1,2,3,40-50
Homme,Maroc,35900.792146960324,Standard,2.5,30,0,6,6,30-40
Homme,France,27954.90390643269,Familial,13.4,23,1,3,5,50-60
Homme,Canada,56087.97333056206,Premium,9.8,23,0,5,1,50-60
Homme,Belgique,46296.821134428945,Premium,1.4,25,0,6,1,20-30
Homme,France,51087.206063568316,Standard,0.8,30,0,0,2,40-50
Femme,Canada,32672.336469892234,Premium,14.36419689119171,34,1,0,2,40-50
Femme,Algérie,39432.293615815426,Premium,12.3,29,0,5,1,20-30
Femme,Algérie,38264.15012314824,Premium,14.0,29,0,5,1,60+
Femme,Algérie,29150.53590689258,Standard,6.5,31,0,3,6,40-50
Homme,Maroc,29335.248944813848,Standard,32.2,14,1,5,4,30-40
Femme,Maroc,41637.02501943364,Premium,6.0,19,0,4,1,30-40
Homme,Belgique,72147.71240590618,Premium,11.1,21,0,3,5,50-60
Femme,France,62311.06366251542,Premium,1.7,25,1,1,6,50-60
Homme,Belgique,36110.48886008109,Standard,14.36419689119171,29,1,6,6,30-40
Homme,Algérie,58701.600031369795,Premium,46.7,25,0,4,6,50-60
Homme,France,44234.857687297386,Standard,13.3,32,0,1,3,50-60
Femme,France,26666.46769919546,Premium,1.4,30,0,2,3,40-50
Femme,France,40630.696703105314,Premium,6.2,30,1,6,2,20-30
Femme,Belgique,18055.70960443359,Premium,19.3,27,1,2,3,50-60
Homme,Algérie,30691.494762242113,Standard,1.1,23,0,1,1,30-40
Homme,Belgique,40523.45576370275,Standard,23.1,33,0,1,4,60+
Femme,Algérie,62699.365580377176,Standard,7.7,39,1,3,2,20-30
Homme,Algérie,37752.572633059135,Premium,13.9,27,0,4,6,40-50
Femme,Canada,57022.03869985847,Standard,19.0,27,0,4,1,40-50
Femme,Canada,18437.41146606467,Standard,27.1,26,0,5,6,60+
Homme,Canada,20298.370227858577,Premium,12.9,24,0,2,1,20-30
Femme,Algérie,28530.56272633557,Standard,4.3,21,0,4,2,40-50
Homme,Maroc,10324.298826838894,Premium,8.9,25,0,1,3,20-30
Homme,Algérie,19162.974491060777,Premium,10.1,34,0,6,2,40-50
Femme,Canada,38886.73983196017,Standard,7.4,28,1,3,6,50-60
Homme,Canada,35130.73641918202,Familial,0.6,21,0,6,6,40-50
Homme,Algérie,41573.18849998133,Premium,15.9,26,0,5,4,60+
Homme,Algérie,31303.36148655348,Standard,10.7,22,0,6,1,20-30
Homme,Canada,33068.40683591204,Standard,1.1,31,0,4,5,30-40
Homme,Canada,34136.544950826596,Standard,12.9,28,0,4,1,30-40
Homme,Canada,40029.16039722657,Standard,1.0,22,0,0,4,60+
Non précisé,Canada,40599.55864130342,Premium,0.4,38,0,2,6,40-50
Femme,France,20372.06251014084,Standard,43.7,32,0,1,1,20-30
Non précisé,Algérie,40838.71297510867,Premium,2.3,26,0,2,1,30-40
Femme,Maroc,29465.628973337665,Premium,2.5,30,0,5,3,60+
Femme,France,41783.891319090064,Standard,9.0,33,0,3,3,30-40
Homme,Algérie,39017.98943729727,Standard,14.36419689119171,25,0,1,3,20-30
Femme,Maroc,38018.54222668949,Premium,31.5,24,0,5,5,20-30
Non précisé,Algérie,42480.57310802824,Familial,0.3,28,0,1,1,60+
Femme,France,4745.098425209574,Standard,14.36419689119171,28,0,3,1,50-60
Homme,Canada,42972.80280634492,Premium,26.2,17,0,0,6,30-40
Femme,Maroc,44636.81386228673,Familial,1.1,25,1,6,5,20-30
Homme,Algérie,17717.95990827619,Standard,22.8,24,0,6,3,<20
Homme,Belgique,33565.23434943321,Premium,1.8,25,0,3,6,20-30
Homme,France,24750.573446862592,Standard,34.8,23,0,1,3,40-50
Femme,Canada,26515.010580588252,Premium,17.6,32,1,1,2,30-40
Femme,Algérie,47640.7348380134,Premium,33.3,24,0,0,3,20-30
Femme,Belgique,29042.5244644853,Premium,2.1,32,0,4,7,40-50
Homme,Canada,34345.88002869571,Familial,9.0,27,0,1,5,30-40
Homme,Algérie,25507.172913071896,Familial,18.4,34,0,4,5,40-50
Homme,Canada,42868.99340874739,Premium,11.0,28,0,6,3,50-60
Homme,Maroc,37111.296282749696,Familial,4.3,32,0,4,5,40-50
Femme,Canada,39415.91376859423,Standard,6.4,24,0,1,4,50-60
Homme,Algérie,60100.79286675782,Premium,29.6,26,0,2,1,30-40
Femme,Canada,20975.158024427656,Standard,13.6,26,0,4,5,30-40
Homme,Maroc,37589.33399746945,Familial,17.2,19,0,1,7,<20
Homme,Maroc,46826.16867645677,Premium,1.1,30,0,4,5,50-60
Femme,Belgique,43540.653067297404,Standard,14.36419689119171,26,0,4,5,20-30
Homme,France,44407.53050661743,Familial,40.3,29,0,0,4,20-30
Homme,Canada,38704.76002378447,Standard,6.2,21,1,5,1,30-40
Homme,Maroc,53633.31199349993,Premium,15.2,22,0,1,2,30-40
Homme,Canada,36894.56871942284,Premium,6.2,21,0,3,2,<20
Femme,Belgique,47377.9489984603,Standard,0.6,22,0,4,5,30-40
Homme,France,43655.859956987726,Familial,7.6,25,0,4,1,60+
Femme,Algérie,36408.586457480225,Familial,9.9,22,0,3,1,60+
Homme,Belgique,44334.48122882864,Standard,3.6,22,1,4,7,60+
Femme,Algérie,8614.265535222692,Premium,31.7,21,1,5,3,60+
Femme,Belgique,21269.0099628296,Standard,4.4,21,1,1,5,30-40
Homme,Maroc,18044.283262751527,Premium,14.36419689119171,24,1,4,3,30-40
Femme,France,35421.30384329337,Standard,3.4,19,0,2,6,50-60
Homme,Canada,41493.61356720206,Standard,33.2,29,1,6,2,<20
Femme,Maroc,44320.67235339502,Premium,17.7,20,0,2,2,40-50
Homme,Algérie,36695.11423607546,Familial,15.6,21,1,5,4,40-50
Femme,Algérie,23981.870727161957,Premium,5.7,24,0,1,4,40-50
Homme,Belgique,23301.960873343793,Standard,21.5,18,1,2,4,<20
Femme,France,42567.45382796423,Standard,1.7,29,0,6,2,40-50
Femme,France,30468.85669747101,Standard,15.0,26,0,3,5,50-60
Femme,Algérie,24672.845023345406,Standard,4.0,28,0,0,2,30-40
Homme,Canada,55901.71734563345,Familial,18.7,20,0,2,6,30-40
Femme,Algérie,53758.564829401854,Familial,2.9,43,0,0,5,20-30
Homme,Canada,35919.85689763566,Premium,14.36419689119171,21,0,0,2,40-50
Homme,Belgique,29708.26059300609,Premium,12.6,22,0,2,6,30-40
Homme,Maroc,16230.21358421139,Standard,4.8,24,1,5,5,20-30
Homme,Belgique,29928.52931667532,Premium,25.1,25,0,5,7,20-30
Homme,France,60719.39966213458,Standard,9.5,24,0,5,5,20-30
Femme,France,39380.88870952136,Standard,4.8,21,0,6,1,40-50
Homme,Canada,40511.302040899165,Standard,5.5,25,0,1,5,60+
Homme,Maroc,46204.6810941932,Familial,19.3,27,0,3,2,50-60
Femme,Belgique,55145.981433104374,Premium,21.8,26,1,2,7,30-40
Femme,Algérie,71795.1907254379,Standard,6.9,27,0,5,7,60+
Homme,France,50248.162045385754,Premium,12.0,35,0,3,4,<20
Non précisé,Canada,45660.88978808379,Standard,21.0,31,0,1,4,20-30
Homme,Canada,58071.71707497584,Premium,29.0,18,1,3,6,40-50
Femme,France,31257.544475463754,Standard,11.5,20,0,5,2,20-30
Femme,Algérie,54313.77275367457,Standard,22.9,26,1,2,6,20-30
Homme,France,27829.739395188775,Premium,19.0,29,0,1,3,60+
Homme,France,25743.83116358056,Standard,3.9,24,0,1,4,20-30
Homme,Algérie,58070.23987438552,Premium,4.4,27,0,3,2,60+
Femme,Algérie,56172.51545950518,Premium,2.9,28,0,4,5,20-30
Femme,Belgique,45458.388972008615,Standard,3.9,24,1,3,1,50-60
Homme,Algérie,43277.258460875586,Standard,34.8,22,1,4,2,60+
Femme,Belgique,42553.92171646982,Premium,2.1,26,0,3,6,20-30
Homme,Belgique,28104.87751283572,Familial,8.7,31,1,4,1,60+
Homme,Canada,28361.746719433526,Premium,2.8,24,0,5,3,40-50
Homme,Maroc,33404.13771787685,Premium,33.7,26,0,3,3,50-60
Femme,Maroc,40876.191289140785,Premium,12.7,23,0,4,1,30-40
Femme,Canada,48327.957917605,Familial,20.9,23,1,5,2,60+
Femme,Maroc,29944.350456059205,Standard,1.5,24,0,6,7,50-60
Femme,Algérie,32362.774621967415,Premium,0.9,30,0,5,3,20-30
Femme,France,62361.60238950013,Premium,9.9,27,0,2,6,40-50
Femme,Canada,38408.09244571983,Standard,6.0,20,1,2,6,50-60
Homme,France,65610.32040145935,Premium,15.0,30,0,0,5,40-50
Homme,Belgique,31388.07736965846,Premium,10.1,34,1,6,5,30-40
Femme,Maroc,53429.077096427754,Premium,11.5,30,0,0,5,40-50
Homme,Belgique,36470.249252997084,Standard,3.4,21,1,2,5,20-30
Homme,Belgique,15249.20606160082,Premium,35.5,22,0,1,5,30-40
Femme,Canada,29850.524575836556,Premium,17.0,23,1,5,6,30-40
Femme,Canada,31692.736999434375,Standard,13.8,29,1,4,1,50-60
Homme,Maroc,64079.26093332618,Standard,19.5,29,1,0,6,20-30
Femme,France,39393.187942008226,Standard,5.9,34,0,1,4,50-60
Homme,Belgique,62890.31914724657,Familial,5.8,28,1,1,6,60+
Femme,Maroc,43970.789331006265,Standard,6.5,15,0,2,2,40-50
Non précisé,Canada,36968.42223097471,Standard,32.9,21,1,1,3,50-60
Homme,Maroc,56140.01432424392,Standard,19.8,22,1,2,1,20-30
Homme,Algérie,24828.025955504163,Premium,1.7,36,0,6,6,60+
Femme,Canada,41366.59209673458,Familial,11.7,33,1,4,2,50-60
Homme,Belgique,56411.77813027579,Standard,12.3,32,1,5,3,60+
Femme,France,50109.082635668696,Standard,4.2,24,0,6,3,20-30
Femme,Belgique,35758.83592791785,Premium,31.9,30,0,2,6,60+
Homme,Belgique,33550.1326008823,Premium,21.3,20,0,6,4,20-30
Homme,Belgique,32397.30453053912,Premium,49.6,28,0,0,6,40-50
Homme,Algérie,41528.4443544662,Familial,23.6,23,0,6,6,50-60
Homme,Belgique,17385.215644736447,Premium,0.4,19,0,4,3,60+
Femme,Maroc,42805.022681085036,Familial,14.1,23,0,6,4,40-50
Homme,Maroc,40087.93902363222,Familial,3.8,29,0,6,6,60+
Femme,France,39097.9119542733,Premium,16.7,21,0,0,2,30-40
Femme,Maroc,53233.60817244776,Premium,15.1,20,0,5,4,40-50
Femme,Algérie,50372.169774166134,Standard,7.0,26,1,5,4,50-60
Non précisé,Canada,34140.29909918093,Standard,0.6,23,1,1,7,<20
Femme,France,44079.94821880251,Premium,11.7,18,0,1,3,20-30
Femme,Belgique,44733.4747208684,Familial,1.4,22,1,6,1,30-40
Femme,Algérie,60178.552329353945,Standard,3.3,33,0,4,7,50-60
Femme,France,43407.077589605215,Standard,22.7,22,0,0,6,20-30
Non précisé,Maroc,49826.64580797872,Premium,13.5,24,0,1,2,30-40
Homme,Maroc,65403.93575102187,Familial,0.6,20,0,5,7,40-50
Femme,France,49311.08485916382,Standard,30.8,29,0,5,5,40-50
Femme,France,61513.1053708417,Standard,2.0,31,0,5,4,50-60
Homme,Canada,50234.281076988176,Familial,25.8,29,0,4,3,20-30
Homme,France,28908.32327577471,Standard,11.1,31,0,5,4,40-50
Homme,Belgique,41135.25721409495,Familial,13.3,21,0,5,3,50-60
Femme,Algérie,44992.4930105033,Premium,9.7,32,1,2,1,30-40
Femme,Maroc,38417.73455299423,Standard,23.6,26,1,4,5,30-40
Femme,Canada,33487.4758669675,Standard,31.1,22,1,5,4,30-40
Homme,Maroc,41920.82208916851,Premium,16.6,25,0,1,4,40-50
Femme,Algérie,31898.00231395626,Standard,1.6,26,0,1,4,60+
Homme,Maroc,46616.17997402608,Premium,4.4,26,0,3,1,40-50
Femme,Maroc,46878.691724862576,Standard,33.9,22,0,1,6,50-60
Femme,Algérie,15208.598575745815,Standard,30.1,23,0,3,1,30-40
Homme,France,42433.03739669295,Standard,9.1,26,0,1,2,20-30
Femme,Canada,39354.29310624821,Familial,12.0,30,1,3,3,20-30
Femme,Algérie,28360.39044790898,Standard,12.7,35,0,3,1,40-50
Femme,Algérie,44664.71738398894,Standard,14.36419689119171,20,0,3,3,20-30
Homme,Belgique,46058.571377458706,Familial,42.1,30,0,0,2,40-50
Femme,France,59622.354152376094,Familial,3.1,20,0,2,1,<20
Homme,France,33818.33155496242,Standard,28.2,24,1,0,1,40-50
Homme,Belgique,36831.97867591339,Premium,0.2,29,1,0,7,50-60
Femme,France,9102.97571994834,Premium,8.5,28,0,2,2,50-60
Femme,Belgique,64194.01060644609,Standard,15.5,24,0,4,6,50-60
Femme,France,66430.95669929696,Standard,3.8,20,0,2,2,40-50
Homme,Belgique,53830.98374480435,Familial,5.5,25,0,1,6,60+
Femme,Algérie,58885.63383859546,Familial,0.9,19,0,1,1,40-50
Non précisé,Algérie,38690.12717643144,Standard,18.3,24,0,1,3,60+
Homme,Maroc,33106.29391366023,Premium,3.1,21,0,6,2,30-40
Femme,Maroc,44951.655167196,Standard,3.0,18,0,3,5,20-30
Homme,France,46015.40629657929,Standard,5.4,18,0,6,6,40-50
Femme,Belgique,33741.101184994135,Standard,27.7,32,0,2,3,50-60
Homme,Canada,25995.168741757454,Standard,11.3,24,0,5,6,50-60
Homme,Algérie,34529.36780533969,Familial,0.2,28,0,3,1,30-40
Homme,Belgique,34764.16883250305,Premium,3.3,27,0,2,6,30-40
Homme,France,44216.847131908886,Standard,34.0,25,1,0,6,20-30
Femme,Belgique,30990.086705544993,Standard,47.0,27,0,4,3,30-40
Femme,Belgique,25481.37080578276,Premium,35.6,30,0,4,2,30-40
Homme,Algérie,36700.807011133824,Familial,1.2,25,1,0,5,20-30
Femme,France,43456.75333517662,Standard,15.5,21,0,5,6,30-40
Femme,Belgique,45998.02125179585,Premium,19.0,21,0,6,6,50-60
Femme,Algérie,34053.19103293577,Premium,2.9,25,1,6,5,30-40
Homme,Maroc,46184.61801187141,Standard,2.1,22,1,1,1,60+
Femme,Maroc,47242.99500650214,Standard,14.36419689119171,33,0,0,4,60+
Femme,France,84292.42379771042,Standard,4.0,27,1,2,1,20-30
Femme,France,63030.704263540436,Standard,37.4,29,0,5,4,60+
Femme,Belgique,43001.34926891379,Familial,19.6,32,0,6,4,50-60
Femme,Maroc,64658.62803770161,Standard,19.4,18,0,1,6,50-60
Femme,Belgique,38786.563310082056,Familial,0.1,29,1,1,5,60+
Femme,Belgique,59901.545787821604,Standard,3.7,22,0,2,6,40-50
Femme,Maroc,31669.65997355469,Familial,33.0,22,0,4,4,30-40
Femme,Canada,21127.41300333554,Premium,1.9,33,0,6,2,30-40
Homme,Maroc,45615.028273415875,Premium,20.5,33,0,4,2,30-40
Femme,Belgique,34701.804131420286,Premium,16.9,24,0,3,3,20-30
Femme,France,39261.73817890552,Standard,4.2,29,0,5,2,20-30
Homme,France,30165.11535758671,Premium,9.1,27,0,5,5,40-50
Homme,France,27171.979794424693,Standard,2.3,30,0,5,2,50-60
Femme,Algérie,23153.99472080656,Familial,3.2,30,0,2,2,30-40
Homme,France,31696.889490971225,Standard,11.0,26,0,0,2,40-50
Homme,Algérie,60956.549878861915,Premium,17.6,24,0,3,3,30-40
Femme,Belgique,43338.11979591311,Premium,0.8,25,0,1,1,30-40
Homme,Algérie,35159.63357032014,Standard,33.6,29,1,6,7,60+
Femme,Algérie,54574.199463775454,Familial,7.0,23,0,2,2,50-60
Homme,Canada,49801.86347439741,Standard,19.3,24,0,3,5,30-40
Femme,France,45690.478106751376,Premium,2.3,26,0,6,6,60+
Femme,Belgique,24752.74160141089,Standard,5.6,26,0,1,2,60+
Homme,Maroc,32776.069380686116,Standard,17.2,27,0,3,2,50-60
Homme,France,43777.97463229576,Standard,16.7,17,1,6,3,40-50
Homme,Canada,40204.06591095261,Familial,12.2,18,0,2,7,20-30
Femme,Algérie,32370.89794744521,Standard,18.2,21,1,4,2,20-30
Homme,Belgique,13287.51005000687,Standard,9.0,34,0,1,2,60+
Femme,Belgique,40569.441390470645,Premium,7.8,18,0,5,6,20-30
Homme,France,32685.049600703645,Standard,17.8,35,0,0,4,40-50
Homme,Belgique,57149.406062360074,Standard,6.4,26,0,2,6,30-40
Homme,Maroc,57441.68643178935,Premium,4.0,31,0,0,6,30-40
Non précisé,Belgique,41366.08041578658,Premium,37.8,18,1,4,4,50-60
Homme,France,30333.23047537409,Familial,20.0,22,0,3,2,60+
Homme,Belgique,30146.990256833502,Standard,58.5,18,0,0,6,30-40
Femme,Canada,41077.12923125582,Premium,34.2,30,1,4,1,60+
Homme,Maroc,41226.85116237784,Standard,13.8,21,0,2,1,50-60
Homme,France,41384.13593471238,Standard,28.5,36,0,0,3,30-40
Homme,Belgique,40053.975491744335,Standard,5.0,19,0,5,3,60+
Homme,France,42330.22772706476,Familial,2.0,25,1,4,2,60+
Femme,France,19856.988738336797,Standard,39.1,25,1,0,5,30-40
Femme,Algérie,42068.69570454942,Premium,14.36419689119171,25,0,5,6,30-40
Femme,Algérie,36906.02842893127,Standard,0.1,23,0,5,2,50-60
Femme,France,62847.11620040454,Standard,45.6,29,0,4,6,20-30
Femme,Maroc,28809.416119219848,Premium,31.3,25,1,1,4,30-40
Femme,Belgique,39611.79949557795,Standard,44.7,26,1,6,5,40-50
Femme,Belgique,52088.970590921635,Standard,10.0,22,1,5,6,50-60
Femme,Belgique,35705.45470166927,Standard,16.5,25,1,0,4,60+
Homme,Algérie,43007.155735807166,Premium,16.6,23,0,0,2,20-30
Femme,Algérie,55568.19198999412,Premium,2.9,21,0,2,4,40-50
Homme,Maroc,45755.448531237234,Premium,28.3,28,0,4,2,40-50
Homme,Maroc,67124.05668361625,Standard,30.8,19,0,3,4,50-60
Homme,Canada,44224.01283800259,Familial,17.4,29,0,0,5,<20
Homme,Canada,37027.638295440025,Premium,60.3,23,0,5,2,40-50
Homme,France,12144.404615595855,Standard,13.6,18,0,4,1,60+
Homme,Maroc,42391.353911810824,Familial,3.9,22,1,1,4,20-30
Homme,Maroc,36136.414873891794,Standard,16.9,24,0,0,1,20-30
Homme,Maroc,43270.14985019127,Familial,2.4,26,0,0,1,20-30
Homme,France,28481.387057835465,Standard,8.4,34,0,0,1,50-60
Homme,Canada,37277.71822954579,Familial,20.4,27,0,3,4,60+
Homme,France,43264.657070754816,Premium,4.9,20,0,4,1,50-60
Homme,Maroc,43028.81626880955,Standard,1.7,21,1,6,1,20-30
Homme,France,22320.195674870774,Premium,12.4,17,1,1,3,<20
Femme,Belgique,42621.30203136916,Premium,14.36419689119171,23,0,6,6,40-50
Homme,Algérie,50196.89745960522,Premium,28.5,24,1,6,5,40-50
