original_id,pclass,survived,sex,sibsp,parch,fare,embarked,boat,body,ticket_masked,home_masked,age_group,fare_perturbed,pseudonym_id
44,1.0,1.0,female,0.0,0.0,134.5,C,3,,966,,adulte,136.59,ID0045
45,1.0,0.0,male,0.0,0.0,26.55,S,,,050,DC,adulte,24.29,ID0046
46,1.0,0.0,male,0.0,0.0,31.0,S,,,798,,,28.39,ID0047
47,1.0,1.0,male,0.0,0.0,26.2875,S,5,,476,NY,adulte,25.61,ID0048
48,1.0,1.0,female,0.0,0.0,27.4458,C,6,,606,DC,adulte,28.91,ID0049
49,1.0,1.0,male,0.0,1.0,512.3292,C,3,,755,PA,adulte,531.66,ID0050
50,1.0,1.0,female,0.0,1.0,512.3292,C,3,,755,PA,adulte,533.64,ID0051
51,1.0,0.0,male,0.0,0.0,5.0,S,,,695,NY,jeune adulte,5.27,ID0052
52,1.0,0.0,male,0.0,0.0,47.1,S,,,059,Uruguay,jeune adulte,45.09,ID0053
53,1.0,0.0,male,0.0,0.0,47.1,S,,,059,Uruguay,ado,47.55,ID0054
54,1.0,1.0,male,1.0,2.0,120.0,S,4,,760,PA,enfant,121.04,ID0055
55,1.0,1.0,female,1.0,2.0,120.0,S,4,,760,PA,ado,125.75,ID0056
56,1.0,1.0,male,1.0,2.0,120.0,S,C,,760,PA,adulte,130.96,ID0057
57,1.0,1.0,female,1.0,2.0,120.0,S,4,,760,PA,adulte,114.67,ID0058
58,1.0,0.0,male,0.0,0.0,26.0,S,,,924,NY,adulte,27.53,ID0059
59,1.0,1.0,female,0.0,0.0,27.7208,C,5,,770,NY,,28.61,ID0060
60,1.0,0.0,male,1.0,0.0,78.85,S,,172.0,877,Staffs,adulte,80.12,ID0061
61,1.0,1.0,female,1.0,0.0,78.85,S,6,,877,Staffs,senior,83.18,ID0062
62,1.0,0.0,male,1.0,0.0,61.175,S,,,734,ND,adulte,66.61,ID0063
63,1.0,1.0,female,1.0,0.0,61.175,S,4,,734,ND,adulte,55.51,ID0064
64,1.0,1.0,male,1.0,0.0,53.1,S,5,,806,NY,jeune adulte,49.36,ID0065
65,1.0,1.0,female,1.0,0.0,53.1,S,5,,806,NY,jeune adulte,55.82,ID0066
66,1.0,1.0,female,0.0,0.0,262.375,C,4,,608,,adulte,240.53,ID0067
67,1.0,1.0,female,0.0,0.0,86.5,S,8,,152,England,jeune adulte,86.78,ID0068
68,1.0,1.0,male,0.0,0.0,29.7,C,7,,594,France,adulte,28.04,ID0069
69,1.0,1.0,female,0.0,1.0,55.0,S,6,,505,England Ohio,,52.52,ID0070
70,1.0,0.0,male,0.0,0.0,0.0,S,,,051,England / Belfast,,0.0,ID0071
71,1.0,0.0,male,1.0,0.0,136.7792,C,,,508,CA,jeune adulte,123.93,ID0072
72,1.0,1.0,female,1.0,0.0,136.7792,C,4,,508,CA,jeune adulte,146.99,ID0073
73,1.0,1.0,female,0.0,0.0,151.55,S,11,,781,,jeune adulte,149.87,ID0074
74,1.0,0.0,male,0.0,0.0,52.0,S,,,465,MA,,52.02,ID0075
75,1.0,0.0,male,0.0,0.0,25.5875,S,,,727,BC,adulte,25.79,ID0076
76,1.0,1.0,female,1.0,1.0,83.1583,C,14,,756,NJ,adulte,85.58,ID0077
77,1.0,0.0,male,1.0,1.0,83.1583,C,,,756,NJ,adulte,80.58,ID0078
78,1.0,1.0,female,0.0,2.0,83.1583,C,14,,756,NJ,senior,76.52,ID0079
79,1.0,1.0,female,2.0,0.0,25.7,S,2,,770,NY,adulte,24.77,ID0080
80,1.0,0.0,male,0.0,0.0,26.55,S,,,791,IN,,24.79,ID0081
81,1.0,0.0,male,1.0,1.0,71.0,S,,269.0,735,WI,senior,71.8,ID0082
82,1.0,1.0,female,0.0,2.0,71.0,S,7,,735,WI,adulte,68.42,ID0083
83,1.0,1.0,female,1.0,1.0,26.55,S,7,,901,WI,senior,28.98,ID0084
84,1.0,0.0,male,1.0,0.0,71.2833,C,,,599,NY,adulte,77.92,ID0085
85,1.0,1.0,female,1.0,0.0,71.2833,C,4,,599,NY,adulte,73.0,ID0086
86,1.0,1.0,male,0.0,0.0,26.55,S,5 9,,055,Peru,adulte,27.17,ID0087
87,1.0,1.0,male,0.0,0.0,30.5,S,3,,804,PA,jeune adulte,33.46,ID0088
88,1.0,1.0,female,0.0,0.0,151.55,S,8,,781,,jeune adulte,163.29,ID0089
89,1.0,0.0,male,1.0,0.0,52.0,S,,,750,PQ,jeune adulte,54.76,ID0090
90,1.0,1.0,female,1.0,2.0,52.0,S,3,,750,PQ,jeune adulte,50.06,ID0091
91,1.0,1.0,male,1.0,0.0,57.0,S,3,,474,AB,jeune adulte,55.47,ID0092
92,1.0,1.0,female,1.0,0.0,57.0,S,3,,474,AB,ado,53.59,ID0093
93,1.0,1.0,male,1.0,1.0,81.8583,S,13,,638,CA,adulte,81.65,ID0094
94,1.0,1.0,male,0.0,2.0,81.8583,S,5,,638,CA,enfant,89.89,ID0095
95,1.0,1.0,female,1.0,1.0,81.8583,S,5,,638,CA,adulte,88.61,ID0096
96,1.0,0.0,male,1.0,0.0,106.425,C,,62.0,761,IA,adulte,98.3,ID0097
97,1.0,1.0,female,1.0,1.0,247.5208,C,6,,558,PQ,jeune adulte,224.02,ID0098
98,1.0,1.0,female,1.0,0.0,106.425,C,2,,761,IA,adulte,114.91,ID0099
99,1.0,1.0,female,1.0,0.0,39.6,C,1,,755,London / Paris,adulte,39.89,ID0100
100,1.0,1.0,male,1.0,0.0,56.9292,C,1,,485,London / Paris,adulte,53.52,ID0101
101,1.0,0.0,male,0.0,0.0,29.7,C,,133.0,580,PA,adulte,30.73,ID0102
102,1.0,1.0,female,0.0,1.0,83.1583,C,7,,767,PA,jeune adulte,85.56,ID0103
103,1.0,1.0,female,0.0,0.0,227.525,C,4,,757,NY,adulte,210.33,ID0104
104,1.0,1.0,female,1.0,0.0,78.2667,C,4,,947,MA,adulte,74.5,ID0105
105,1.0,0.0,female,0.0,0.0,31.6792,C,,,531,NY,adulte,28.89,ID0106
106,1.0,0.0,male,0.0,0.0,221.7792,S,,,483,,,208.91,ID0107
107,1.0,1.0,female,0.0,0.0,31.6833,S,7,,598,NY,,29.35,ID0108
108,1.0,1.0,female,0.0,0.0,110.8833,C,4,,421,,,104.08,ID0109
109,1.0,1.0,male,0.0,0.0,26.3875,S,5,,474,NY,adulte,27.37,ID0110
110,1.0,0.0,male,0.0,0.0,27.75,C,,,051,NY,jeune adulte,25.25,ID0111
111,1.0,1.0,female,3.0,2.0,263.0,S,10,,950,MB,jeune adulte,242.06,ID0112
112,1.0,1.0,female,3.0,2.0,263.0,S,10,,950,MB,jeune adulte,243.76,ID0113
113,1.0,1.0,female,3.0,2.0,263.0,S,10,,950,MB,jeune adulte,253.35,ID0114
114,1.0,0.0,male,3.0,2.0,263.0,S,,,950,MB,jeune adulte,252.41,ID0115
115,1.0,0.0,male,1.0,4.0,263.0,S,,,950,MB,senior,250.12,ID0116
116,1.0,1.0,female,1.0,4.0,263.0,S,10,,950,MB,adulte,276.18,ID0117
117,1.0,1.0,female,0.0,0.0,56.9292,C,1,,485,,jeune adulte,62.6,ID0118
118,1.0,0.0,male,0.0,0.0,26.55,S,,,778,Essex,,26.73,ID0119
119,1.0,1.0,male,2.0,0.0,133.65,S,5,,611,NY,adulte,145.52,ID0120
120,1.0,1.0,male,1.0,0.0,27.7208,C,5,,765,NY,adulte,27.15,ID0121
121,1.0,1.0,female,1.0,0.0,133.65,S,5,,611,NY,,123.14,ID0122
122,1.0,1.0,female,0.0,2.0,49.5,C,5,,568,Switzerland,jeune adulte,48.6,ID0123
123,1.0,1.0,male,1.0,1.0,79.2,C,5,,567,Switzerland,adulte,75.97,ID0124
124,1.0,1.0,female,1.0,1.0,79.2,C,5,,567,Switzerland,adulte,79.1,ID0125
125,1.0,0.0,male,0.0,0.0,0.0,S,,,058,,,0.0,ID0126
126,1.0,0.0,male,1.0,0.0,53.1,S,,,803,MA,adulte,52.69,ID0127
127,1.0,1.0,female,1.0,0.0,53.1,S,D,,803,MA,jeune adulte,57.72,ID0128
128,1.0,0.0,male,0.0,0.0,38.5,S,,275.0,320,Lancashire,adulte,41.46,ID0129
129,1.0,1.0,female,0.0,0.0,211.5,C,4,,503,,jeune adulte,220.04,ID0130
130,1.0,1.0,female,0.0,1.0,59.4,C,7,,378,NY,jeune adulte,59.28,ID0131
131,1.0,1.0,female,0.0,1.0,59.4,C,7,,378,NY,adulte,55.02,ID0132
132,1.0,0.0,male,0.0,0.0,79.2,C,,,593,,jeune adulte,77.57,ID0133
133,1.0,1.0,male,1.0,0.0,89.1042,C,5,,453,NY,adulte,92.75,ID0134
134,1.0,1.0,female,1.0,0.0,89.1042,C,5,,453,NY,,85.27,ID0135
135,1.0,0.0,male,0.0,0.0,34.6542,C,,,754,NY,senior,31.91,ID0136
136,1.0,1.0,male,0.0,0.0,28.5,C,B,,780,DC,adulte,30.83,ID0137
137,1.0,1.0,female,0.0,0.0,30.0,S,3,,053,CT,jeune adulte,31.25,ID0138
138,1.0,0.0,male,0.0,1.0,153.4625,S,,147.0,582,MB,adulte,157.0,ID0139
139,1.0,1.0,female,0.0,1.0,153.4625,S,3,,582,CT,adulte,162.44,ID0140
140,1.0,1.0,male,0.0,1.0,63.3583,C,7,,759,NY,jeune adulte,67.61,ID0141
141,1.0,1.0,female,0.0,1.0,63.3583,C,7,,759,NY,adulte,63.15,ID0142
142,1.0,0.0,male,0.0,0.0,79.2,C,,,593,NY,adulte,85.24,ID0143
143,1.0,1.0,male,1.0,0.0,55.4417,C,5,,765,NY,jeune adulte,60.06,ID0144
144,1.0,1.0,female,1.0,0.0,55.4417,C,5,,765,NY,jeune adulte,52.91,ID0145
145,1.0,1.0,male,1.0,0.0,76.7292,C,3,,572,NY,adulte,78.38,ID0146
146,1.0,1.0,female,1.0,0.0,76.7292,C,3,,572,NY,adulte,77.14,ID0147
147,1.0,0.0,male,0.0,0.0,42.4,S,,,796,,,42.72,ID0148
148,1.0,0.0,male,1.0,0.0,83.475,S,,,973,NY,adulte,90.78,ID0149
149,1.0,1.0,female,1.0,0.0,83.475,S,D,,973,NY,jeune adulte,80.22,ID0150
150,1.0,0.0,male,0.0,0.0,0.0,S,,110.0,059,,adulte,0.0,ID0151
151,1.0,1.0,male,0.0,0.0,76.7292,C,3,,572,,jeune adulte,82.9,ID0152
152,1.0,1.0,male,0.0,0.0,30.0,S,3,,988,Surrey,,29.75,ID0153
153,1.0,1.0,female,0.0,0.0,83.1583,C,7,,767,NY,jeune adulte,88.44,ID0154
154,1.0,0.0,male,1.0,1.0,93.5,S,,307.0,749,PQ,adulte,98.53,ID0155
155,1.0,1.0,female,1.0,1.0,93.5,S,3,,749,PQ,adulte,96.83,ID0156
156,1.0,0.0,male,0.0,0.0,42.5,S,,,038,London / Middlesex,adulte,40.97,ID0157
157,1.0,0.0,male,0.0,0.0,51.8625,S,,,463,MA,,48.71,ID0158
158,1.0,0.0,male,0.0,0.0,50.0,S,,,680,London / Birmingham,adulte,51.72,ID0159
159,1.0,1.0,female,0.0,1.0,57.9792,C,4,,361,IL,ado,61.96,ID0160
160,1.0,1.0,female,0.0,1.0,57.9792,C,4,,361,IL,adulte,52.37,ID0161
161,1.0,1.0,female,1.0,0.0,77.9583,S,10,,502,NY,adulte,80.18,ID0162
162,1.0,0.0,male,1.0,0.0,52.0,S,,38.0,789,NY,adulte,51.41,ID0163
163,1.0,1.0,female,1.0,0.0,52.0,S,8,,789,NY,jeune adulte,56.14,ID0164
164,1.0,1.0,male,0.0,0.0,26.55,C,15,,426,IN,jeune adulte,25.6,ID0165
165,1.0,1.0,male,1.0,0.0,90.0,S,D,,943,NY /  Stamford CT,adulte,89.54,ID0166
166,1.0,0.0,male,0.0,0.0,30.6958,C,14,,600,NY,,30.79,ID0167
167,1.0,1.0,female,1.0,0.0,90.0,S,D,,943,NY /  Stamford CT,jeune adulte,83.53,ID0168
168,1.0,1.0,female,0.0,0.0,80.0,,6,,572,,adulte,83.41,ID0169
169,1.0,0.0,female,0.0,0.0,28.7125,C,,,595,NY,adulte,30.61,ID0170
170,1.0,1.0,male,0.0,0.0,0.0,S,C,,058,Liverpool,adulte,0.0,ID0171
171,1.0,0.0,male,0.0,0.0,26.0,S,,80.0,694,VT,adulte,24.92,ID0172
172,1.0,0.0,male,0.0,0.0,26.0,S,,,044,London,adulte,23.6,ID0173
173,1.0,0.0,male,0.0,0.0,211.5,C,,45.0,503,,jeune adulte,230.81,ID0174
174,1.0,0.0,male,0.0,0.0,29.7,C,,258.0,771,NY,adulte,30.69,ID0175
175,1.0,0.0,male,1.0,0.0,51.8625,S,,,464,CT,adulte,56.68,ID0176
176,1.0,1.0,female,1.0,0.0,51.8625,S,8,,464,CT,,52.19,ID0177
177,1.0,1.0,male,1.0,0.0,52.5542,S,5,,753,MA,adulte,55.73,ID0178
178,1.0,1.0,female,1.0,0.0,52.5542,S,5,,753,MA,adulte,51.23,ID0179
179,1.0,0.0,male,0.0,0.0,26.55,S,,,028,OR,,25.77,ID0180
180,1.0,1.0,female,0.0,0.0,211.3375,S,2,,160,,adulte,206.19,ID0181
181,1.0,1.0,female,0.0,0.0,25.9292,S,8,,465,NY,adulte,26.75,ID0182
182,1.0,1.0,female,0.0,0.0,106.425,C,2,,761,,jeune adulte,103.43,ID0183
183,1.0,1.0,male,0.0,0.0,512.3292,C,3,,755,,jeune adulte,553.35,ID0184
184,1.0,0.0,male,0.0,0.0,27.7208,C,,,612,IL,,30.4,ID0185
185,1.0,0.0,male,0.0,0.0,26.55,S,,,475,Sweden,adulte,24.06,ID0186
186,1.0,1.0,female,0.0,0.0,27.7208,C,6,,377,Sweden,adulte,26.02,ID0187
187,1.0,1.0,female,0.0,1.0,39.4,S,9,,592,France,ado,36.34,ID0188
188,1.0,1.0,female,0.0,1.0,39.4,S,9,,592,France,adulte,35.79,ID0189
189,1.0,0.0,male,0.0,0.0,30.0,S,,126.0,501,MA,jeune adulte,28.37,ID0190
190,1.0,1.0,female,0.0,0.0,77.9583,S,10,,502,NY,jeune adulte,77.13,ID0191
191,1.0,0.0,male,0.0,0.0,45.5,S,,,801,NY,jeune adulte,48.57,ID0192
192,1.0,1.0,female,0.0,0.0,146.5208,C,,,569,,adulte,138.37,ID0193
193,1.0,1.0,female,0.0,1.0,211.3375,S,2,,160,MO,ado,211.08,ID0194
194,1.0,0.0,male,0.0,0.0,26.0,S,,,469,MA,jeune adulte,28.23,ID0195
195,1.0,1.0,female,0.0,0.0,86.5,S,8,,152,,ado,89.39,ID0196
196,1.0,1.0,male,0.0,0.0,29.7,C,7,,774,France,,31.47,ID0197
197,1.0,0.0,male,1.0,0.0,53.1,S,,,773,NY,jeune adulte,53.64,ID0198
198,1.0,1.0,female,1.0,0.0,53.1,S,10,,773,NY,ado,58.2,ID0199
199,1.0,1.0,female,0.0,0.0,49.5042,C,6,,482,PQ,jeune adulte,50.38,ID0200
200,1.0,0.0,male,0.0,0.0,75.2417,C,,292.0,050,BC,adulte,68.4,ID0201
201,1.0,0.0,male,0.0,0.0,51.8625,S,,175.0,463,MA,adulte,48.73,ID0202
202,1.0,1.0,male,0.0,0.0,26.2875,S,7,,473,PA,adulte,25.79,ID0203
203,1.0,0.0,male,1.0,0.0,82.1708,C,,,604,NY,jeune adulte,83.84,ID0204
204,1.0,1.0,female,1.0,0.0,82.1708,C,6,,604,NY,,86.64,ID0205
205,1.0,0.0,male,0.0,0.0,26.55,S,,249.0,509,MA,senior,26.09,ID0206
206,1.0,0.0,male,2.0,0.0,90.0,Q,,230.0,928,WI,adulte,93.78,ID0207
207,1.0,1.0,female,1.0,0.0,90.0,Q,14,,928,WI,jeune adulte,95.22,ID0208
208,1.0,1.0,female,1.0,0.0,90.0,Q,14,,928,WI,adulte,86.71,ID0209
209,1.0,1.0,male,1.0,0.0,57.75,C,11,,236,NY,jeune adulte,63.29,ID0210
210,1.0,0.0,male,0.0,0.0,30.5,S,,,787,PQ,adulte,31.41,ID0211
211,1.0,0.0,male,0.0,0.0,42.4,S,,,796,DC,adulte,45.63,ID0212
212,1.0,0.0,male,0.0,1.0,29.7,C,,,596,NY,adulte,30.03,ID0213
213,1.0,1.0,female,1.0,0.0,113.275,C,6,,273,MA,jeune adulte,118.75,ID0214
214,1.0,1.0,female,1.0,0.0,113.275,C,6,,273,MA,jeune adulte,119.4,ID0215
215,1.0,0.0,male,0.0,2.0,113.275,C,,122.0,273,MA,adulte,122.52,ID0216
216,1.0,1.0,female,0.0,2.0,26.2833,S,5,,752,NY,jeune adulte,24.45,ID0217
217,1.0,0.0,male,0.0,0.0,26.0,S,,263.0,693,England,senior,26.3,ID0218
218,1.0,1.0,female,0.0,0.0,108.9,C,8,,758,,adulte,107.34,ID0219
219,1.0,1.0,male,0.0,0.0,25.7417,C,7,,998,France,,27.92,ID0220
220,1.0,1.0,female,0.0,1.0,61.9792,C,5,,509,RI,jeune adulte,57.08,ID0221
221,1.0,0.0,male,0.0,1.0,61.9792,C,,234.0,509,RI,senior,67.96,ID0222
222,1.0,0.0,male,0.0,0.0,27.7208,C,,189.0,562,Cuba,jeune adulte,29.8,ID0223
223,1.0,0.0,male,0.0,0.0,0.0,S,,,052,Belfast,,0.0,ID0224
224,1.0,0.0,male,0.0,0.0,28.5,S,,166.0,043,Surrey,adulte,28.45,ID0225
225,1.0,0.0,male,0.0,0.0,93.5,S,,,749,PQ,jeune adulte,97.57,ID0226
226,1.0,0.0,male,1.0,0.0,66.6,S,,,776,England,jeune adulte,69.77,ID0227
227,1.0,1.0,female,1.0,0.0,66.6,S,8,,776,England,jeune adulte,72.01,ID0228
228,1.0,0.0,male,1.0,0.0,108.9,C,,,758,Spain,ado,115.43,ID0229
229,1.0,1.0,female,1.0,0.0,108.9,C,8,,758,Spain,ado,104.78,ID0230
230,1.0,1.0,female,0.0,0.0,93.5,S,3,,749,,jeune adulte,93.47,ID0231
231,1.0,1.0,male,0.0,0.0,30.5,S,6,,786,ON,adulte,31.73,ID0232
232,1.0,0.0,male,0.0,0.0,52.0,S,,207.0,465,MA,adulte,48.24,ID0233
233,1.0,1.0,female,0.0,1.0,83.1583,C,7,,767,PA,adulte,78.07,ID0234
234,1.0,0.0,male,0.0,0.0,0.0,S,,,972,Netherlands,adulte,0.0,ID0235
235,1.0,1.0,male,0.0,0.0,39.6,S,A,,607,NY,,38.0,ID0236
236,1.0,0.0,male,0.0,0.0,135.6333,C,,232.0,760,,jeune adulte,145.47,ID0237
237,1.0,0.0,male,0.0,0.0,227.525,C,,,757,,,231.45,ID0238
238,1.0,1.0,female,0.0,1.0,211.3375,S,2,,160,MO,adulte,204.94,ID0239
239,1.0,0.0,male,0.0,0.0,50.4958,S,,,590,NJ,jeune adulte,54.02,ID0240
240,1.0,1.0,male,0.0,0.0,26.55,S,9,,428,NY,adulte,28.17,ID0241
241,1.0,0.0,male,0.0,0.0,50.0,S,,,767,WA,,54.98,ID0242
242,1.0,1.0,female,0.0,0.0,27.7208,C,11,,613,France,jeune adulte,29.65,ID0243
243,1.0,0.0,male,0.0,0.0,79.2,C,,16.0,585,NY,adulte,77.84,ID0244
244,1.0,0.0,male,0.0,0.0,40.125,C,,,049,MB,adulte,37.14,ID0245
245,1.0,1.0,female,0.0,0.0,86.5,S,8,,152,BC,jeune adulte,92.39,ID0246
246,1.0,0.0,male,1.0,0.0,59.4,C,,,603,NY,adulte,54.17,ID0247
247,1.0,1.0,female,1.0,0.0,59.4,C,6,,603,NY,adulte,57.62,ID0248
248,1.0,0.0,male,0.0,0.0,26.55,S,,109.0,790,London,jeune adulte,28.78,ID0249
249,1.0,1.0,male,2.0,2.0,262.375,C,4,,608,NY,ado,286.55,ID0250
250,1.0,1.0,female,2.0,2.0,262.375,C,4,,608,NY,ado,269.75,ID0251
251,1.0,1.0,female,2.0,2.0,262.375,C,4,,608,NY,jeune adulte,272.27,ID0252
252,1.0,0.0,male,1.0,3.0,262.375,C,,,608,NY,senior,238.37,ID0253
253,1.0,1.0,female,1.0,3.0,262.375,C,4,,608,NY,adulte,263.13,ID0254
254,1.0,1.0,male,0.0,0.0,30.5,S,3,,988,England,,30.79,ID0255
255,1.0,1.0,female,0.0,0.0,69.3,C,9,,477,,jeune adulte,67.08,ID0256
256,1.0,1.0,male,0.0,0.0,26.0,S,1,,163,NY,,23.76,ID0257
257,1.0,1.0,female,1.0,0.0,57.75,C,11,,236,NY,jeune adulte,54.62,ID0258
258,1.0,1.0,female,0.0,0.0,31.0,C,4,,798,,jeune adulte,30.12,ID0259
259,1.0,1.0,male,0.0,0.0,26.55,S,7,,794,NY,jeune adulte,26.21,ID0260
260,1.0,1.0,female,0.0,0.0,153.4625,S,3,,582,NY / Greenwich CT,adulte,156.25,ID0261
261,1.0,1.0,male,0.0,0.0,26.2875,S,5,,475,MO,jeune adulte,27.46,ID0262
262,1.0,0.0,male,1.0,0.0,55.9,S,,,507,MN,adulte,53.86,ID0263
263,1.0,1.0,female,1.0,0.0,55.9,S,11,,507,MN,adulte,53.99,ID0264
264,1.0,1.0,male,0.0,0.0,35.5,C,3,,213,Switzerland,adulte,32.09,ID0265
265,1.0,1.0,male,0.0,0.0,35.5,S,7,,788,CT,jeune adulte,32.24,ID0266
266,1.0,0.0,male,0.0,0.0,26.55,S,,,792,NY,adulte,25.26,ID0267
267,1.0,0.0,male,0.0,0.0,30.6958,C,,,764,NY,adulte,32.17,ID0268
268,1.0,0.0,male,1.0,0.0,60.0,S,,,695,WV,jeune adulte,61.54,ID0269
269,1.0,0.0,male,0.0,0.0,26.0,S,,,056,Surrey,,27.4,ID0270
270,1.0,1.0,female,1.0,0.0,60.0,S,6,,695,WV,ado,63.23,ID0271
271,1.0,1.0,male,1.0,0.0,82.2667,S,7,,228,MN,jeune adulte,88.13,ID0272
272,1.0,1.0,female,1.0,0.0,82.2667,S,7,,228,MN,jeune adulte,85.89,ID0273
273,1.0,1.0,male,0.0,2.0,134.5,C,3,,966,NY,enfant,147.39,ID0274
274,1.0,1.0,male,1.0,1.0,134.5,C,3,,966,NY,adulte,145.23,ID0275
275,1.0,1.0,female,1.0,1.0,134.5,C,3,,966,NY,adulte,136.83,ID0276
276,1.0,0.0,male,1.0,0.0,146.5208,C,,,569,France,adulte,149.1,ID0277
277,1.0,1.0,female,1.0,0.0,146.5208,C,6,,569,France,,132.87,ID0278
278,1.0,1.0,male,0.0,0.0,30.5,C,3,,214,Switzerland,jeune adulte,33.54,ID0279
279,1.0,0.0,male,0.0,0.0,26.55,S,,,514,Hants,senior,24.59,ID0280
280,1.0,1.0,male,1.0,0.0,55.4417,C,1,,778,NJ,adulte,58.11,ID0281
281,1.0,1.0,female,1.0,0.0,55.4417,C,5,,778,NJ,adulte,59.0,ID0282
282,1.0,1.0,female,1.0,0.0,78.2667,C,4,,947,PA,adulte,76.28,ID0283
283,1.0,0.0,male,0.0,0.0,27.7208,C,,,605,Ohio / ? Paris / New York,,26.04,ID0284
284,1.0,1.0,female,0.0,0.0,80.0,,6,,572,OH,senior,73.58,ID0285
285,1.0,0.0,male,1.0,0.0,221.7792,S,,96.0,483,NY,senior,232.81,ID0286
286,1.0,0.0,female,1.0,0.0,221.7792,S,,,483,NY,senior,219.68,ID0287
287,1.0,0.0,male,0.0,0.0,32.3208,S,,46.0,963,NJ,senior,33.7,ID0288
